,Solar8000/HR,Solar8000/ART_SBP,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ETCO2
1970-01-01 00:00:00+00:00,99.6253846153846,57.015097222222224,26.90738888888889,39.73861111111111,92.15141025641026,13.405856193599014
1970-01-01 00:05:00+00:00,102.89013846153846,83.51440384615385,44.521047720797725,62.24319444444444,92.22730769230769,23.961628156948716
1970-01-01 00:10:00+00:00,104.96050256410255,96.21841559829059,44.90184116809117,63.50402777777777,94.67935897435898,32.07390453834116
1970-01-01 00:15:00+00:00,101.94820512820513,99.4186111111111,51.30722222222222,70.37444444444444,94.54192307692307,32.190694444444446
1970-01-01 00:20:00+00:00,103.2875641025641,103.18791666666667,53.17458333333333,73.1913888888889,96.10166666666667,31.5375
1970-01-01 00:25:00+00:00,103.45525641025641,107.36166666666666,55.36180555555556,73.94388888888889,96.61576923076923,31.366805555555555
1970-01-01 00:30:00+00:00,97.47538461538461,104.30680555555556,53.939166666666665,75.73277777777777,97.8797435897436,30.95277777777778
1970-01-01 00:35:00+00:00,99.19794871794872,105.78666666666666,55.03819444444444,74.11472222222223,97.5978205128205,31.39231258366801
1970-01-01 00:40:00+00:00,96.51679487179487,110.775,57.042361111111106,77.23555555555556,96.44051282051282,31.61338186077644
1970-01-01 00:45:00+00:00,96.905,104.74972222222222,54.85305555555556,72.83097222222223,94.79213883677299,30.944861111111113
1970-01-01 00:50:00+00:00,101.06179487179487,109.76387681159422,57.747210144927536,76.7026388888889,95.98247654784241,30.230208333333334
1970-01-01 00:55:00+00:00,101.28666666666666,97.89570652173913,44.59695652173913,62.47833333333333,94.66153846153847,30.098541666666666
1970-01-01 01:00:00+00:00,100.28525641025641,96.07263888888889,42.07222222222222,60.3125,96.09423076923076,29.924878472222222
1970-01-01 01:05:00+00:00,99.1126923076923,98.12777777777778,43.90291666666667,64.38972222222223,96.11818181818181,30.179704861111112
1970-01-01 01:10:00+00:00,98.54115384615385,95.21555555555555,40.98652777777778,61.35125,95.19293883781194,30.031090534979423
1970-01-01 01:15:00+00:00,98.4948717948718,95.6475,41.80861111111111,59.80638888888889,92.68195626708318,28.582731481481485
1970-01-01 01:20:00+00:00,99.36192307692308,91.2075,41.07055555555555,58.909166666666664,91.37398974358975,26.917289094650204
1970-01-01 01:25:00+00:00,101.0424358974359,98.68625,44.25513888888889,65.39402777777778,91.8920358974359,26.916527777777777
1970-01-01 01:30:00+00:00,99.72217948717949,100.0176388888889,44.852361111111115,64.00333333333333,91.87749875634917,27.41402777777778
1970-01-01 01:35:00+00:00,100.0701282051282,100.74041666666666,45.49605555555556,66.06097222222223,91.31977397092356,27.54125
1970-01-01 01:40:00+00:00,99.15,102.63944444444444,51.79838888888889,87.91722222222222,91.36388111888112,24.814166666666665
1970-01-01 01:45:00+00:00,99.64128205128206,116.05805555555554,58.557638888888896,84.67305555555556,89.93933998100664,20.926996699669967
1970-01-01 01:50:00+00:00,101.0398717948718,109.48863425925924,54.02173611111111,79.91888888888889,88.62619160123225,19.968827007700767
1970-01-01 01:55:00+00:00,102.47935897435897,105.0291190087146,48.19507761437909,76.98097222222222,86.77485303314572,18.23945407040704
1970-01-01 02:00:00+00:00,102.75128205128206,104.34071895424837,44.01054738562092,100.13166666666666,86.58346153846153,16.378442982456143
1970-01-01 02:05:00+00:00,101.06064102564103,103.4701388888889,43.610416666666666,103.27833333333334,87.03807692307693,14.339057017543858
1970-01-01 02:10:00+00:00,101.29153846153847,95.23416666666667,35.80138888888889,93.97041666666667,85.94410256410256,14.636805555555556
1970-01-01 02:15:00+00:00,101.38089743589744,91.80537037037038,34.241712962962964,92.33430555555556,84.24269230769231,15.659166666666666
1970-01-01 02:20:00+00:00,101.0201282051282,85.61560185185185,31.952731481481486,89.0501388888889,84.7952564102564,15.22486111111111
1970-01-01 02:25:00+00:00,100.26884615384616,85.46388888888889,31.941805555555554,88.99625,84.845,15.22736111111111
1970-01-01 02:30:00+00:00,103.91192307692307,81.25902777777777,29.95097222222222,86.48277777777777,85.68692307692308,14.789166666666667
1970-01-01 02:35:00+00:00,105.34727395411606,82.28709064327487,30.598128654970765,87.29945175438597,85.85875168690957,13.505833333333333
1970-01-01 02:40:00+00:00,105.624008097166,80.93068713450293,30.53145467836257,86.82777046783626,85.82791497975708,13.392361111111112
1970-01-01 02:45:00+00:00,108.09423076923076,82.58194444444445,31.94597222222222,88.46722222222223,85.27564102564102,12.785138888888888
1970-01-01 02:50:00+00:00,107.34422304603028,86.73319444444444,31.57472222222222,90.19513888888889,85.35153846153847,13.112361111111111
1970-01-01 02:55:00+00:00,105.5277000308928,87.09583333333333,31.140833333333333,90.3236111111111,85.32492804912296,13.788472222222223
1970-01-01 03:00:00+00:00,102.69333333333333,85.69,30.318888888888885,90.54625,85.13919841763062,13.80125
1970-01-01 03:05:00+00:00,99.43457166997281,86.0278740846864,30.35205388411334,89.45200811843362,85.3960847062542,13.812470550780006
1970-01-01 03:10:00+00:00,100.07771104253912,85.07110951926138,29.8112229385546,88.68822667940147,85.54386669827348,13.647889605221266
1970-01-01 03:15:00+00:00,100.16005436779076,84.52215496657115,29.875384431709644,88.70271609360077,85.76780253644661,13.49621776504298
1970-01-01 03:20:00+00:00,100.20535522738962,85.09788920725883,30.599255412289082,89.43454910856416,85.59606831022084,13.599394301177968
1970-01-01 03:25:00+00:00,99.7174358974359,87.18902777777777,32.092083333333335,91.1025,83.81089743589743,14.006944444444443
